"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	"Alzheimer disease, unspecified"	"G30.9"	21	216890	9.7
	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	"Alzheimer disease, unspecified"	"G30.9"	23	218966	10.5
	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	"Alzheimer disease, unspecified"	"G30.9"	23	221880	10.4
	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	"Alzheimer disease, unspecified"	"G30.9"	26	226645	11.5
	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	"Alzheimer disease, unspecified"	"G30.9"	23	228563	10.1
	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	"Alzheimer disease, unspecified"	"G30.9"	18	232567	Unreliable
	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	"Alzheimer disease, unspecified"	"G30.9"	35	235951	14.8
	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	"Alzheimer disease, unspecified"	"G30.9"	28	239621	11.7
	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	"Alzheimer disease, unspecified"	"G30.9"	16	241433	Unreliable
	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	"Alzheimer disease, unspecified"	"G30.9"	20	244194	8.2
	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	17	245066	Unreliable
	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	31	248267	12.5
	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	31	250415	12.4
	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	29	249999	11.6
	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	"Alzheimer disease, unspecified"	"G30.9"	21	248622	8.4
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	"Alzheimer disease, unspecified"	"G30.9"	37	507066	7.3
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Alzheimer disease, unspecified"	"G30.9"	36	505240	7.1
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	"Alzheimer disease, unspecified"	"G30.9"	32	502831	6.4
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	"Alzheimer disease, unspecified"	"G30.9"	46	499494	9.2
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Alzheimer disease, unspecified"	"G30.9"	41	495124	8.3
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	"Alzheimer disease, unspecified"	"G30.9"	37	490192	7.5
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	"Alzheimer disease, unspecified"	"G30.9"	42	483383	8.7
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Alzheimer disease, unspecified"	"G30.9"	52	475965	10.9
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Alzheimer disease, unspecified"	"G30.9"	44	467061	9.4
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	"Alzheimer disease, unspecified"	"G30.9"	48	456097	10.5
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	"Alzheimer disease, unspecified"	"G30.9"	49	446824	11.0
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	"Alzheimer disease, unspecified"	"G30.9"	61	441645	13.8
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	"Alzheimer disease, unspecified"	"G30.9"	79	434344	18.2
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	"Alzheimer disease, unspecified"	"G30.9"	67	430487	15.6
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	"Alzheimer disease, unspecified"	"G30.9"	68	422616	16.1
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	"Alzheimer disease, unspecified"	"G30.9"	102	418817	24.4
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	"Alzheimer disease, unspecified"	"G30.9"	116	416707	27.8
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	97	415264	23.4
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	101	415539	24.3
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	97	414439	23.4
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	95	414253	22.9
	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	"2020 "	"2020"	"Alzheimer disease, unspecified"	"G30.9"	123	413941	29.7
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	"Alzheimer disease with late onset"	"G30.1"	23	828300	2.8
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	"Alzheimer disease, unspecified"	"G30.9"	157	828300	19.0
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	"Alzheimer disease with late onset"	"G30.1"	15	824916	Unreliable
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	"Alzheimer disease, unspecified"	"G30.9"	166	824916	20.1
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	"Alzheimer disease with late onset"	"G30.1"	21	819248	2.6
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	"Alzheimer disease, unspecified"	"G30.9"	161	819248	19.7
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	"Alzheimer disease with late onset"	"G30.1"	17	813925	Unreliable
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	"Alzheimer disease, unspecified"	"G30.9"	194	813925	23.8
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	"Alzheimer disease with late onset"	"G30.1"	29	807709	3.6
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	"Alzheimer disease, unspecified"	"G30.9"	258	807709	31.9
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	"Alzheimer disease with late onset"	"G30.1"	39	801596	4.9
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	"Alzheimer disease, unspecified"	"G30.9"	239	801596	29.8
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	"Alzheimer disease with late onset"	"G30.1"	20	795643	2.5
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	"Alzheimer disease, unspecified"	"G30.9"	268	795643	33.7
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	"Alzheimer disease with late onset"	"G30.1"	13	789761	Unreliable
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	"Alzheimer disease, unspecified"	"G30.9"	289	789761	36.6
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	"Alzheimer disease, unspecified"	"G30.9"	276	783438	35.2
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	"Alzheimer disease with late onset"	"G30.1"	12	776674	Unreliable
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	"Alzheimer disease, unspecified"	"G30.9"	339	776674	43.6
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	"Alzheimer disease, unspecified"	"G30.9"	268	772044	34.7
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	"Alzheimer disease with late onset"	"G30.1"	11	768292	Unreliable
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	"Alzheimer disease, unspecified"	"G30.9"	246	768292	32.0
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	"Alzheimer disease with late onset"	"G30.1"	13	766919	Unreliable
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	"Alzheimer disease, unspecified"	"G30.9"	284	766919	37.0
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	"Alzheimer disease with late onset"	"G30.1"	15	766984	Unreliable
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	"Alzheimer disease, unspecified"	"G30.9"	292	766984	38.1
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	"Alzheimer disease with late onset"	"G30.1"	18	767981	Unreliable
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	"Alzheimer disease, unspecified"	"G30.9"	318	767981	41.4
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	"Alzheimer disease with late onset"	"G30.1"	18	768437	Unreliable
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	"Alzheimer disease, unspecified"	"G30.9"	366	768437	47.6
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	"Alzheimer disease with late onset"	"G30.1"	20	768598	2.6
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	"Alzheimer disease, unspecified"	"G30.9"	389	768598	50.6
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	"Alzheimer disease with late onset"	"G30.1"	15	765668	Unreliable
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	455	765668	59.4
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	"Alzheimer disease with late onset"	"G30.1"	14	768357	Unreliable
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	461	768357	60.0
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	"Alzheimer disease with late onset"	"G30.1"	16	770044	Unreliable
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	500	770044	64.9
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	"Alzheimer disease with late onset"	"G30.1"	16	769216	Unreliable
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	482	769216	62.7
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	"Alzheimer disease with late onset"	"G30.1"	19	765658	Unreliable
	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	"Alzheimer disease, unspecified"	"G30.9"	547	765658	71.4
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Alzheimer disease, unspecified"	"G30.9"	17	435711	Unreliable
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	"Alzheimer disease, unspecified"	"G30.9"	13	434341	Unreliable
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	"Alzheimer disease, unspecified"	"G30.9"	20	431326	4.6
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	"Alzheimer disease, unspecified"	"G30.9"	19	427972	Unreliable
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	"Alzheimer disease, unspecified"	"G30.9"	17	422848	Unreliable
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Alzheimer disease, unspecified"	"G30.9"	17	417633	Unreliable
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	"Alzheimer disease, unspecified"	"G30.9"	20	404059	4.9
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Alzheimer disease, unspecified"	"G30.9"	25	394629	6.3
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	"Alzheimer disease, unspecified"	"G30.9"	21	387717	5.4
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	"Alzheimer disease, unspecified"	"G30.9"	30	384331	7.8
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	"Alzheimer disease, unspecified"	"G30.9"	35	379093	9.2
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	"Alzheimer disease, unspecified"	"G30.9"	28	376200	7.4
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	"Alzheimer disease, unspecified"	"G30.9"	41	368616	11.1
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	"Alzheimer disease, unspecified"	"G30.9"	49	364791	13.4
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	"Alzheimer disease, unspecified"	"G30.9"	39	362633	10.8
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	61	362564	16.8
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	41	362575	11.3
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	36	361750	10.0
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	50	360526	13.9
	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	"2020 "	"2020"	"Alzheimer disease, unspecified"	"G30.9"	55	359684	15.3
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	"Alzheimer disease, unspecified"	"G30.9"	57	804605	7.1
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	"Alzheimer disease, unspecified"	"G30.9"	86	802412	10.7
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	"Alzheimer disease, unspecified"	"G30.9"	84	797463	10.5
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	"Alzheimer disease, unspecified"	"G30.9"	89	792197	11.2
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	"Alzheimer disease, unspecified"	"G30.9"	82	786946	10.4
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	"Alzheimer disease with late onset"	"G30.1"	11	780468	Unreliable
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	"Alzheimer disease, unspecified"	"G30.9"	103	780468	13.2
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	"Alzheimer disease with late onset"	"G30.1"	10	775053	Unreliable
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	"Alzheimer disease, unspecified"	"G30.9"	97	775053	12.5
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	"Alzheimer disease, unspecified"	"G30.9"	112	768098	14.6
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	"Alzheimer disease, unspecified"	"G30.9"	107	761026	14.1
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	"Alzheimer disease, unspecified"	"G30.9"	152	752915	20.2
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	"Alzheimer disease, unspecified"	"G30.9"	112	747697	15.0
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	"Alzheimer disease, unspecified"	"G30.9"	121	743493	16.3
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	"Alzheimer disease, unspecified"	"G30.9"	134	743292	18.0
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	"Alzheimer disease, unspecified"	"G30.9"	145	744001	19.5
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	"Alzheimer disease, unspecified"	"G30.9"	158	746536	21.2
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	"Alzheimer disease, unspecified"	"G30.9"	147	746931	19.7
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	"Alzheimer disease, unspecified"	"G30.9"	193	748635	25.8
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	188	746359	25.2
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	202	749913	26.9
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	216	751696	28.7
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	246	752441	32.7
	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	"Alzheimer disease, unspecified"	"G30.9"	206	749445	27.5
	"Minnesota"	"27"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	"Alzheimer disease, unspecified"	"G30.9"	10	109166	Unreliable
	"Minnesota"	"27"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	"Alzheimer disease, unspecified"	"G30.9"	16	120425	Unreliable
	"Minnesota"	"27"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	13	128519	Unreliable
	"Minnesota"	"27"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	13	131591	Unreliable
	"Minnesota"	"27"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	12	134168	Unreliable
	"Minnesota"	"27"	"Female"	"F"	"Black or African American"	"2054-5"	"2020 "	"2020"	"Alzheimer disease, unspecified"	"G30.9"	12	136359	Unreliable
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	"Alzheimer disease, unspecified"	"G30.9"	233	692847	33.6
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	"Alzheimer disease, unspecified"	"G30.9"	257	690737	37.2
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	"Alzheimer disease, unspecified"	"G30.9"	226	688293	32.8
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	"Alzheimer disease, unspecified"	"G30.9"	224	681202	32.9
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	"Alzheimer disease, unspecified"	"G30.9"	264	674001	39.2
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	"Alzheimer disease with late onset"	"G30.1"	11	667103	Unreliable
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	"Alzheimer disease, unspecified"	"G30.9"	247	667103	37.0
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	"Alzheimer disease, unspecified"	"G30.9"	248	660285	37.6
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	"Alzheimer disease, unspecified"	"G30.9"	262	656258	39.9
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	"Alzheimer disease, unspecified"	"G30.9"	246	654817	37.6
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	"Alzheimer disease, unspecified"	"G30.9"	242	655137	36.9
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	"Alzheimer disease, unspecified"	"G30.9"	291	657890	44.2
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	"Alzheimer disease with late onset"	"G30.1"	12	657523	Unreliable
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	"Alzheimer disease, unspecified"	"G30.9"	276	657523	42.0
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	"Alzheimer disease with late onset"	"G30.1"	10	664075	Unreliable
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	"Alzheimer disease, unspecified"	"G30.9"	279	664075	42.0
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	"Alzheimer disease, unspecified"	"G30.9"	280	666657	42.0
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	"Alzheimer disease, unspecified"	"G30.9"	278	671161	41.4
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	"Alzheimer disease, unspecified"	"G30.9"	306	673608	45.4
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	"Alzheimer disease, unspecified"	"G30.9"	331	675301	49.0
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	"Alzheimer disease with late onset"	"G30.1"	16	675804	Unreliable
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	437	675804	64.7
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	"Alzheimer disease with late onset"	"G30.1"	27	678962	4.0
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	476	678962	70.1
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	"Alzheimer disease with late onset"	"G30.1"	35	679825	5.1
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	408	679825	60.0
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	"Alzheimer disease with late onset"	"G30.1"	46	679683	6.8
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	446	679683	65.6
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	"Alzheimer disease with late onset"	"G30.1"	56	676216	8.3
	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	"Alzheimer disease, unspecified"	"G30.9"	409	676216	60.5
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	"Alzheimer disease, unspecified"	"G30.9"	84	657125	12.8
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	"Alzheimer disease, unspecified"	"G30.9"	100	656656	15.2
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	"Alzheimer disease, unspecified"	"G30.9"	99	655829	15.1
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	"Alzheimer disease, unspecified"	"G30.9"	95	649493	14.6
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	"Alzheimer disease, unspecified"	"G30.9"	123	642527	19.1
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	"Alzheimer disease, unspecified"	"G30.9"	95	635313	15.0
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	"Alzheimer disease, unspecified"	"G30.9"	94	629180	14.9
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	"Alzheimer disease, unspecified"	"G30.9"	113	625101	18.1
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	"Alzheimer disease, unspecified"	"G30.9"	95	624697	15.2
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	"Alzheimer disease, unspecified"	"G30.9"	112	625294	17.9
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	"Alzheimer disease, unspecified"	"G30.9"	114	628145	18.1
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	"Alzheimer disease, unspecified"	"G30.9"	123	628003	19.6
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	"Alzheimer disease, unspecified"	"G30.9"	131	636368	20.6
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	"Alzheimer disease, unspecified"	"G30.9"	106	639674	16.6
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	"Alzheimer disease, unspecified"	"G30.9"	123	644035	19.1
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	"Alzheimer disease, unspecified"	"G30.9"	118	646026	18.3
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	"Alzheimer disease, unspecified"	"G30.9"	150	649279	23.1
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	197	650987	30.3
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	"Alzheimer disease with late onset"	"G30.1"	13	655610	Unreliable
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	206	655610	31.4
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	222	656949	33.8
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	"Alzheimer disease with late onset"	"G30.1"	21	658072	3.2
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	183	658072	27.8
	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	"Alzheimer disease with late onset"	"G30.1"	20	653841	3.1
